QueryNumber,OriginalNodePath,SyntheticNodePath,OriginalNodeName,SyntheticNodeName,OriginalDepth,SyntheticDepth,OriginalSimilarityState,SyntheticSimilarityState,OriginalMatchNumber,SyntheticMatchNumber
22,Aggregate/Gather/Nested Loop/Index Scan,Sort/GroupAggregate/Gather Merge/Sort/Parallel Hash Join/Parallel Hash/Hash Join/Nested Loop/Index Scan,Index Scan,Index Scan,3,8,0,0,133,133
22,Aggregate/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Gather Merge/Sort/Parallel Hash Join/Parallel Hash/Hash Join/Nested Loop/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,7,9,0,0,131,131
22,Aggregate/Gather/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Gather Merge/Sort/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,4,5,0,0,132,132
22,Aggregate/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Gather Merge/Sort/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,8,8,0,0,130,130
23,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,5,7,0,0,140,140
23,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Nested Loop/Index Scan,Index Scan,Index Scan,4,6,0,0,136,136
23,Finalize Aggregate,Sort,Finalize Aggregate,Sort,0,0,0,0,141,141
23,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,9,10,0,0,138,138
23,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Nested Loop/Hash Join/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,8,12,0,0,139,139
23,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Nested Loop/Index Scan,Index Scan,Index Scan,7,10,0,0,137,137
24,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,6,6,0,0,149,149
24,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Semi Join/Nested Loop/Index Scan,Index Scan,Index Scan,8,9,0,0,146,146
24,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Semi Join/Parallel Hash/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,11,10,0,0,147,147
24,Finalize Aggregate,Sort,Finalize Aggregate,Sort,0,0,0,0,150,150
24,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Semi Join/Nested Loop/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,9,10,0,0,148,148
24,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Index Scan,Index Scan,Index Scan,5,5,0,0,145,145
24,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Semi Join/Parallel Hash/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,6,11,0,0,143,143
24,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Hash Join/Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Semi Join/Nested Loop/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,5,11,0,0,144,144
25,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Semi Join/Parallel Hash/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,6,11,0,0,152,152
25,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Index Scan,Index Scan,Index Scan,5,5,0,0,154,154
25,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Semi Join/Parallel Hash/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,11,10,0,0,156,156
25,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Semi Join/Nested Loop/Index Scan,Index Scan,Index Scan,8,9,0,0,155,155
25,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Semi Join/Nested Loop/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,9,10,0,0,157,157
25,Finalize Aggregate,Sort,Finalize Aggregate,Sort,0,0,0,0,159,159
25,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,6,6,0,0,158,158
25,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Hash Join/Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Semi Join/Nested Loop/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,5,11,0,0,153,153
26,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Merge Join/Sort/Hash Join/Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Semi Join/Nested Loop/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,9,11,0,0,164,164
26,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Index Scan,Index Scan,Index Scan,6,5,0,0,161,161
26,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,4,6,0,0,167,167
26,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Merge Join/Sort/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Semi Join/Parallel Hash/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,12,10,0,0,165,165
26,Finalize Aggregate,Sort,Finalize Aggregate,Sort,0,0,0,0,168,168
26,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Merge Join/Sort/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Semi Join/Parallel Hash/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,10,11,0,0,163,163
26,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Merge Join/Sort/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Semi Join/Nested Loop/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,9,10,0,0,166,166
26,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Merge Join/Sort/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Semi Join/Nested Loop/Index Scan,Index Scan,Index Scan,11,9,0,0,162,162
27,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Semi Join/Parallel Hash/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,11,10,0,0,173,173
27,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Semi Join/Parallel Hash/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,12,11,0,0,172,172
27,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,6,6,0,0,175,175
27,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Semi Join/Nested Loop/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,9,10,0,0,174,174
27,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Index Scan,Index Scan,Index Scan,4,5,0,0,170,170
27,Finalize Aggregate,Sort,Finalize Aggregate,Sort,0,0,0,0,176,176
27,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Semi Join/Nested Loop/Index Scan,Index Scan,Index Scan,5,9,0,0,171,171
28,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,7,6,0,0,183,183
28,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Semi Join/Nested Loop/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,9,10,0,0,182,182
28,Finalize Aggregate,Sort,Finalize Aggregate,Sort,0,0,0,0,184,184
28,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Semi Join/Parallel Hash/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,12,11,0,0,180,180
28,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Semi Join/Parallel Hash/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,11,10,0,0,181,181
28,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Semi Join/Nested Loop/Index Scan,Index Scan,Index Scan,5,9,0,0,179,179
28,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Index Scan,Index Scan,Index Scan,4,5,0,0,178,178
29,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Semi Join/Parallel Hash/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,10,10,0,0,188,188
29,Finalize Aggregate,Sort,Finalize Aggregate,Sort,0,0,0,0,191,191
29,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Semi Join/Nested Loop/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,9,10,0,0,189,189
29,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Index Scan,Index Scan,Index Scan,6,5,0,0,186,186
29,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash Join/Parallel Hash/Parallel Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,10,6,0,0,190,190
29,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Semi Join/Parallel Hash/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,11,11,0,0,187,187
30,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Hash Join/Hash/Gather/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,9,9,0,0,196,196
30,Finalize Aggregate,Sort,Finalize Aggregate,Sort,0,0,0,0,198,198
30,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Hash Join/Hash/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,10,13,0,0,195,195
30,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Index Only Scan,Sort/GroupAggregate/Sort/Nested Loop/Index Only Scan,Index Only Scan,Index Only Scan,7,4,0,0,197,197
30,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Hash Join/Hash/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,11,14,0,0,194,194
30,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Index Scan,Index Scan,Index Scan,6,5,0,0,193,193
31,Aggregate/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Index Scan,Index Scan,Index Scan,2,5,0,0,200,200
31,Aggregate,Sort,Aggregate,Sort,0,0,0,0,206,206
31,Aggregate/Nested Loop/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Hash Join/Hash/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,11,13,0,0,204,204
31,Aggregate/Nested Loop/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Hash Join/Hash/Gather/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,9,9,0,0,205,205
31,Aggregate/Nested Loop/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Hash Join/Hash/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Memoize/Index Scan,Index Scan,Index Scan,4,12,0,0,202,202
31,Aggregate/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Hash Join/Hash/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Index Scan,Index Scan,Index Scan,3,12,0,0,201,201
31,Aggregate/Nested Loop/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Hash Join/Hash/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,12,14,0,0,203,203
32,Aggregate/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Index Scan,Index Scan,Index Scan,3,5,0,0,209,209
32,Aggregate,Sort,Aggregate,Sort,0,0,0,0,213,213
32,Aggregate/Nested Loop/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Nested Loop/Gather/Hash Join/Hash/Nested Loop/Seq Scan,Seq Scan,Seq Scan,12,10,0,0,211,211
32,Aggregate/Nested Loop/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Nested Loop/Gather/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,11,8,0,0,212,212
32,Aggregate/Nested Loop/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Nested Loop/Index Scan,Index Scan,Index Scan,4,6,0,0,210,210
32,Aggregate/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Index Scan,Index Scan,Index Scan,2,4,0,0,208,208
33,Aggregate/Nested Loop/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Hash Join/Hash Join/Parallel Hash Join/Parallel Hash/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,9,10,0,0,216,216
33,Aggregate/Nested Loop/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Hash Join/Hash Join/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,11,9,0,0,215,215
33,Aggregate,Sort,Aggregate,Sort,0,0,0,0,218,218
33,Aggregate/Nested Loop/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Materialize/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,12,7,0,0,214,214
33,Aggregate/Nested Loop/Index Scan,Sort/GroupAggregate/Nested Loop/Index Scan,Index Scan,Index Scan,2,3,0,0,217,217
34,Finalize Aggregate,Sort,Finalize Aggregate,Sort,0,0,0,0,225,225
34,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Index Scan,Index Scan,Index Scan,7,4,0,0,221,221
34,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Nested Loop/Index Scan,Index Scan,Index Scan,6,3,0,0,220,220
34,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Nested Loop/Hash Join/Hash/Nested Loop/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,13,12,0,0,223,223
34,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Nested Loop/Index Scan,Index Scan,Index Scan,10,7,0,0,222,222
34,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Nested Loop/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,12,8,0,0,224,224
35,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Nested Loop/Hash Join/Hash/Nested Loop/Seq Scan,Seq Scan,Seq Scan,11,10,0,0,229,229
35,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Nested Loop/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,10,8,0,0,231,231
35,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Nested Loop/Index Scan,Index Scan,Index Scan,7,7,0,0,230,230
35,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Index Scan,Index Scan,Index Scan,6,4,0,0,228,228
35,Finalize Aggregate,Sort,Finalize Aggregate,Sort,0,0,0,0,232,232
35,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Index Scan,Sort/GroupAggregate/Nested Loop/Index Scan,Index Scan,Index Scan,4,3,0,0,227,227
36,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Hash Join/Hash Join/Parallel Hash Join/Parallel Hash/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,6,10,0,0,235,235
36,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Nested Loop/Index Scan,Index Scan,Index Scan,5,3,0,0,236,236
36,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Hash Join/Hash Join/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,10,9,0,0,234,234
