QueryNumber,Tree,NodeName,Depth,SimilarityState,MatchNumber,ParentNode,NumberOfChildren
13,Synthetic,Hash Join,6,16,0,Parallel Hash,2
13,Synthetic,Nested Loop,7,16,0,Hash Join,2
13,Synthetic,Hash Join,8,16,0,Nested Loop,2
13,Synthetic,Parallel Seq Scan,9,0,75,Hash Join,0
13,Synthetic,Hash,9,16,0,Hash Join,1
13,Synthetic,Seq Scan,10,16,0,Hash,0
13,Synthetic,Index Scan,8,0,77,Nested Loop,0
13,Synthetic,Hash,7,1,79,Hash Join,1
13,Synthetic,Seq Scan,8,0,74,Hash,0
14,Original,Finalize Aggregate,0,0,85,,1
14,Original,Gather,1,16,0,Finalize Aggregate,1
14,Original,Partial Aggregate,2,16,0,Gather,1
14,Original,Nested Loop,3,16,0,Partial Aggregate,2
14,Original,Parallel Hash Join,4,16,0,Nested Loop,2
14,Original,Hash Join,5,16,0,Parallel Hash Join,2
14,Original,Parallel Seq Scan,6,0,83,Hash Join,0
14,Original,Hash,6,1,86,Hash Join,1
14,Original,Seq Scan,7,0,81,Hash,0
14,Original,Parallel Hash,5,16,0,Parallel Hash Join,1
14,Original,Hash Join,6,16,0,Parallel Hash,2
14,Original,Parallel Seq Scan,7,0,82,Hash Join,0
14,Original,Hash,7,1,87,Hash Join,1
14,Original,Seq Scan,8,0,80,Hash,0
14,Original,Index Scan,4,0,84,Nested Loop,0
14,Synthetic,Sort,0,0,85,,1
14,Synthetic,GroupAggregate,1,16,0,Sort,1
14,Synthetic,Gather Merge,2,16,0,GroupAggregate,1
14,Synthetic,Sort,3,16,0,Gather Merge,1
14,Synthetic,Parallel Hash Join,4,16,0,Sort,2
14,Synthetic,Parallel Seq Scan,5,0,83,Parallel Hash Join,0
14,Synthetic,Parallel Hash,5,16,0,Parallel Hash Join,1
14,Synthetic,Hash Join,6,16,0,Parallel Hash,2
14,Synthetic,Nested Loop,7,16,0,Hash Join,2
14,Synthetic,Hash Join,8,16,0,Nested Loop,2
14,Synthetic,Parallel Seq Scan,9,0,82,Hash Join,0
14,Synthetic,Hash,9,1,86,Hash Join,1
14,Synthetic,Seq Scan,10,0,81,Hash,0
14,Synthetic,Index Scan,8,0,84,Nested Loop,0
14,Synthetic,Hash,7,1,87,Hash Join,1
14,Synthetic,Seq Scan,8,0,80,Hash,0
15,Original,Aggregate,0,0,92,,1
15,Original,Gather,1,16,0,Aggregate,1
15,Original,Nested Loop,2,16,0,Gather,2
15,Original,Nested Loop,3,16,0,Nested Loop,2
15,Original,Parallel Hash Join,4,16,0,Nested Loop,2
15,Original,Parallel Seq Scan,5,0,90,Parallel Hash Join,0
15,Original,Parallel Hash,5,16,0,Parallel Hash Join,1
15,Original,Hash Join,6,16,0,Parallel Hash,2
15,Original,Parallel Seq Scan,7,0,89,Hash Join,0
15,Original,Hash,7,1,93,Hash Join,1
15,Original,Seq Scan,8,0,88,Hash,0
15,Original,Index Scan,4,0,91,Nested Loop,0
15,Original,Index Only Scan,3,16,0,Nested Loop,0
15,Synthetic,Sort,0,0,92,,1
15,Synthetic,GroupAggregate,1,16,0,Sort,1
15,Synthetic,Gather Merge,2,16,0,GroupAggregate,1
15,Synthetic,Sort,3,16,0,Gather Merge,1
15,Synthetic,Parallel Hash Join,4,16,0,Sort,2
15,Synthetic,Parallel Seq Scan,5,0,90,Parallel Hash Join,0
15,Synthetic,Parallel Hash,5,16,0,Parallel Hash Join,1
15,Synthetic,Hash Join,6,16,0,Parallel Hash,2
15,Synthetic,Nested Loop,7,16,0,Hash Join,2
15,Synthetic,Hash Join,8,16,0,Nested Loop,2
15,Synthetic,Parallel Seq Scan,9,0,89,Hash Join,0
15,Synthetic,Hash,9,16,0,Hash Join,1
15,Synthetic,Seq Scan,10,16,0,Hash,0
15,Synthetic,Index Scan,8,0,91,Nested Loop,0
15,Synthetic,Hash,7,1,93,Hash Join,1
15,Synthetic,Seq Scan,8,0,88,Hash,0
16,Original,Aggregate,0,0,97,,1
16,Original,Nested Loop,1,16,0,Aggregate,2
16,Original,Nested Loop,2,16,0,Nested Loop,2
16,Original,Gather,3,16,0,Nested Loop,1
16,Original,Parallel Hash Join,4,16,0,Gather,2
16,Original,Parallel Seq Scan,5,0,95,Parallel Hash Join,0
16,Original,Parallel Hash,5,16,0,Parallel Hash Join,1
16,Original,Nested Loop,6,16,0,Parallel Hash,2
16,Original,Parallel Seq Scan,7,0,94,Nested Loop,0
16,Original,Memoize,7,16,0,Nested Loop,1
16,Original,Index Scan,8,16,0,Memoize,0
16,Original,Index Only Scan,3,16,0,Nested Loop,0
16,Original,Index Scan,2,0,96,Nested Loop,0
16,Synthetic,Sort,0,0,97,,1
16,Synthetic,GroupAggregate,1,16,0,Sort,1
16,Synthetic,Gather Merge,2,16,0,GroupAggregate,1
16,Synthetic,Sort,3,16,0,Gather Merge,1
16,Synthetic,Parallel Hash Join,4,16,0,Sort,2
16,Synthetic,Parallel Seq Scan,5,0,95,Parallel Hash Join,0
16,Synthetic,Parallel Hash,5,16,0,Parallel Hash Join,1
16,Synthetic,Hash Join,6,16,0,Parallel Hash,2
16,Synthetic,Nested Loop,7,16,0,Hash Join,2
16,Synthetic,Hash Join,8,16,0,Nested Loop,2
16,Synthetic,Parallel Seq Scan,9,0,94,Hash Join,0
16,Synthetic,Hash,9,16,0,Hash Join,1
16,Synthetic,Seq Scan,10,16,0,Hash,0
16,Synthetic,Index Scan,8,0,96,Nested Loop,0
16,Synthetic,Hash,7,16,0,Hash Join,1
16,Synthetic,Seq Scan,8,16,0,Hash,0
17,Original,Finalize Aggregate,0,0,103,,1
17,Original,Gather,1,16,0,Finalize Aggregate,1
17,Original,Partial Aggregate,2,16,0,Gather,1
17,Original,Hash Join,3,16,0,Partial Aggregate,2
17,Original,Nested Loop,4,16,0,Hash Join,2
17,Original,Parallel Hash Join,5,16,0,Nested Loop,2
17,Original,Parallel Seq Scan,6,0,101,Parallel Hash Join,0
17,Original,Parallel Hash,6,16,0,Parallel Hash Join,1
17,Original,Hash Join,7,16,0,Parallel Hash,2
17,Original,Parallel Seq Scan,8,0,100,Hash Join,0
17,Original,Hash,8,1,104,Hash Join,1
17,Original,Seq Scan,9,0,99,Hash,0
17,Original,Index Scan,5,0,102,Nested Loop,0
17,Original,Hash,4,1,105,Hash Join,1
17,Original,Seq Scan,5,0,98,Hash,0
17,Synthetic,Sort,0,0,103,,1
17,Synthetic,GroupAggregate,1,16,0,Sort,1
17,Synthetic,Gather Merge,2,16,0,GroupAggregate,1
17,Synthetic,Sort,3,16,0,Gather Merge,1
17,Synthetic,Parallel Hash Join,4,16,0,Sort,2
17,Synthetic,Parallel Seq Scan,5,0,101,Parallel Hash Join,0
17,Synthetic,Parallel Hash,5,16,0,Parallel Hash Join,1
17,Synthetic,Hash Join,6,16,0,Parallel Hash,2
17,Synthetic,Nested Loop,7,16,0,Hash Join,2
17,Synthetic,Hash Join,8,16,0,Nested Loop,2
17,Synthetic,Parallel Seq Scan,9,0,100,Hash Join,0
17,Synthetic,Hash,9,1,104,Hash Join,1
17,Synthetic,Seq Scan,10,0,99,Hash,0
17,Synthetic,Index Scan,8,0,102,Nested Loop,0
17,Synthetic,Hash,7,1,105,Hash Join,1
17,Synthetic,Seq Scan,8,0,98,Hash,0
18,Original,Aggregate,0,0,110,,1
18,Original,Gather,1,16,0,Aggregate,1
18,Original,Nested Loop,2,16,0,Gather,2
18,Original,Parallel Hash Join,3,16,0,Nested Loop,2
18,Original,Parallel Seq Scan,4,0,107,Parallel Hash Join,0
18,Original,Parallel Hash,4,16,0,Parallel Hash Join,1
18,Original,Nested Loop,5,16,0,Parallel Hash,2
18,Original,Hash Join,6,16,0,Nested Loop,2
18,Original,Parallel Seq Scan,7,0,106,Hash Join,0
18,Original,Hash,7,1,111,Hash Join,1
18,Original,Seq Scan,8,0,109,Hash,0
18,Original,Index Scan,6,16,0,Nested Loop,0
18,Original,Index Scan,3,0,108,Nested Loop,0
18,Synthetic,Sort,0,0,110,,1
18,Synthetic,GroupAggregate,1,16,0,Sort,1
18,Synthetic,Gather Merge,2,16,0,GroupAggregate,1
18,Synthetic,Sort,3,16,0,Gather Merge,1
18,Synthetic,Nested Loop,4,16,0,Sort,2
18,Synthetic,Parallel Hash Join,5,16,0,Nested Loop,2
18,Synthetic,Parallel Hash Join,6,16,0,Parallel Hash Join,2
18,Synthetic,Parallel Seq Scan,7,0,107,Parallel Hash Join,0
18,Synthetic,Parallel Hash,7,16,0,Parallel Hash Join,1
18,Synthetic,Parallel Seq Scan,8,16,0,Parallel Hash,0
18,Synthetic,Parallel Hash,6,16,0,Parallel Hash Join,1
18,Synthetic,Hash Join,7,16,0,Parallel Hash,2
18,Synthetic,Parallel Seq Scan,8,0,106,Hash Join,0
18,Synthetic,Hash,8,1,111,Hash Join,1
18,Synthetic,Seq Scan,9,0,109,Hash,0
18,Synthetic,Index Scan,5,0,108,Nested Loop,0
19,Original,Aggregate,0,0,116,,1
19,Original,Nested Loop,1,16,0,Aggregate,2
19,Original,Gather,2,16,0,Nested Loop,1
19,Original,Parallel Hash Join,3,16,0,Gather,2
19,Original,Parallel Seq Scan,4,0,113,Parallel Hash Join,0
19,Original,Parallel Hash,4,16,0,Parallel Hash Join,1
19,Original,Nested Loop,5,16,0,Parallel Hash,2
19,Original,Hash Join,6,16,0,Nested Loop,2
19,Original,Parallel Seq Scan,7,0,112,Hash Join,0
19,Original,Hash,7,1,117,Hash Join,1
19,Original,Seq Scan,8,0,115,Hash,0
19,Original,Index Scan,6,16,0,Nested Loop,0
19,Original,Index Scan,2,0,114,Nested Loop,0
19,Synthetic,Sort,0,0,116,,1
19,Synthetic,GroupAggregate,1,16,0,Sort,1
19,Synthetic,Gather Merge,2,16,0,GroupAggregate,1
19,Synthetic,Sort,3,16,0,Gather Merge,1
19,Synthetic,Nested Loop,4,16,0,Sort,2
19,Synthetic,Parallel Hash Join,5,16,0,Nested Loop,2
19,Synthetic,Hash Join,6,16,0,Parallel Hash Join,2
19,Synthetic,Parallel Seq Scan,7,0,113,Hash Join,0
19,Synthetic,Hash,7,1,117,Hash Join,1
19,Synthetic,Seq Scan,8,0,115,Hash,0
19,Synthetic,Parallel Hash,6,16,0,Parallel Hash Join,1
19,Synthetic,Parallel Hash Join,7,16,0,Parallel Hash,2
19,Synthetic,Parallel Seq Scan,8,0,112,Parallel Hash Join,0
19,Synthetic,Parallel Hash,8,16,0,Parallel Hash Join,1
19,Synthetic,Parallel Seq Scan,9,16,0,Parallel Hash,0
19,Synthetic,Index Scan,5,0,114,Nested Loop,0
20,Original,Aggregate,0,0,122,,1
20,Original,Nested Loop,1,16,0,Aggregate,2
20,Original,Gather,2,16,0,Nested Loop,1
20,Original,Parallel Hash Join,3,16,0,Gather,2
20,Original,Parallel Seq Scan,4,0,119,Parallel Hash Join,0
20,Original,Parallel Hash,4,16,0,Parallel Hash Join,1
20,Original,Nested Loop,5,16,0,Parallel Hash,2
20,Original,Hash Join,6,16,0,Nested Loop,2
20,Original,Parallel Seq Scan,7,0,118,Hash Join,0
20,Original,Hash,7,1,123,Hash Join,1
20,Original,Seq Scan,8,0,121,Hash,0
20,Original,Index Scan,6,16,0,Nested Loop,0
20,Original,Index Scan,2,0,120,Nested Loop,0
20,Synthetic,Sort,0,0,122,,1
20,Synthetic,GroupAggregate,1,16,0,Sort,1
20,Synthetic,Gather Merge,2,16,0,GroupAggregate,1
20,Synthetic,Sort,3,16,0,Gather Merge,1
20,Synthetic,Nested Loop,4,16,0,Sort,2
20,Synthetic,Parallel Hash Join,5,16,0,Nested Loop,2
20,Synthetic,Hash Join,6,16,0,Parallel Hash Join,2
20,Synthetic,Parallel Seq Scan,7,0,119,Hash Join,0
20,Synthetic,Hash,7,1,123,Hash Join,1
20,Synthetic,Seq Scan,8,0,121,Hash,0
20,Synthetic,Parallel Hash,6,16,0,Parallel Hash Join,1
20,Synthetic,Parallel Hash Join,7,16,0,Parallel Hash,2
20,Synthetic,Parallel Seq Scan,8,0,118,Parallel Hash Join,0
20,Synthetic,Parallel Hash,8,16,0,Parallel Hash Join,1
20,Synthetic,Parallel Seq Scan,9,16,0,Parallel Hash,0
20,Synthetic,Index Scan,5,0,120,Nested Loop,0
21,Original,Aggregate,0,0,128,,1
21,Original,Gather,1,16,0,Aggregate,1
21,Original,Nested Loop,2,16,0,Gather,2
21,Original,Parallel Hash Join,3,16,0,Nested Loop,2
21,Original,Parallel Seq Scan,4,0,126,Parallel Hash Join,0
21,Original,Parallel Hash,4,16,0,Parallel Hash Join,1
21,Original,Nested Loop,5,16,0,Parallel Hash,2
21,Original,Hash Join,6,16,0,Nested Loop,2
21,Original,Parallel Seq Scan,7,0,125,Hash Join,0
21,Original,Hash,7,1,129,Hash Join,1
21,Original,Seq Scan,8,0,124,Hash,0
21,Original,Index Scan,6,16,0,Nested Loop,0
21,Original,Index Scan,3,0,127,Nested Loop,0
21,Synthetic,Sort,0,0,128,,1
21,Synthetic,GroupAggregate,1,16,0,Sort,1
21,Synthetic,Gather Merge,2,16,0,GroupAggregate,1
21,Synthetic,Sort,3,16,0,Gather Merge,1
21,Synthetic,Parallel Hash Join,4,16,0,Sort,2
21,Synthetic,Parallel Seq Scan,5,0,126,Parallel Hash Join,0
21,Synthetic,Parallel Hash,5,16,0,Parallel Hash Join,1
21,Synthetic,Hash Join,6,16,0,Parallel Hash,2
21,Synthetic,Nested Loop,7,16,0,Hash Join,2
21,Synthetic,Hash Join,8,16,0,Nested Loop,2
21,Synthetic,Parallel Seq Scan,9,0,125,Hash Join,0
21,Synthetic,Hash,9,16,0,Hash Join,1
21,Synthetic,Seq Scan,10,16,0,Hash,0
21,Synthetic,Index Scan,8,0,127,Nested Loop,0
21,Synthetic,Hash,7,1,129,Hash Join,1
21,Synthetic,Seq Scan,8,0,124,Hash,0
22,Original,Aggregate,0,0,134,,1
22,Original,Gather,1,16,0,Aggregate,1
22,Original,Nested Loop,2,16,0,Gather,2
22,Original,Parallel Hash Join,3,16,0,Nested Loop,2
22,Original,Parallel Seq Scan,4,0,132,Parallel Hash Join,0
22,Original,Parallel Hash,4,16,0,Parallel Hash Join,1
22,Original,Nested Loop,5,16,0,Parallel Hash,2
22,Original,Hash Join,6,16,0,Nested Loop,2
22,Original,Parallel Seq Scan,7,0,131,Hash Join,0
22,Original,Hash,7,1,135,Hash Join,1
22,Original,Seq Scan,8,0,130,Hash,0
22,Original,Index Scan,6,16,0,Nested Loop,0
22,Original,Index Scan,3,0,133,Nested Loop,0
22,Synthetic,Sort,0,0,134,,1
22,Synthetic,GroupAggregate,1,16,0,Sort,1
22,Synthetic,Gather Merge,2,16,0,GroupAggregate,1
22,Synthetic,Sort,3,16,0,Gather Merge,1
22,Synthetic,Parallel Hash Join,4,16,0,Sort,2
22,Synthetic,Parallel Seq Scan,5,0,132,Parallel Hash Join,0
22,Synthetic,Parallel Hash,5,16,0,Parallel Hash Join,1
22,Synthetic,Hash Join,6,16,0,Parallel Hash,2
22,Synthetic,Nested Loop,7,16,0,Hash Join,2
22,Synthetic,Hash Join,8,16,0,Nested Loop,2
22,Synthetic,Parallel Seq Scan,9,0,131,Hash Join,0
22,Synthetic,Hash,9,16,0,Hash Join,1
22,Synthetic,Seq Scan,10,16,0,Hash,0
22,Synthetic,Index Scan,8,0,133,Nested Loop,0
22,Synthetic,Hash,7,1,135,Hash Join,1
22,Synthetic,Seq Scan,8,0,130,Hash,0
23,Original,Finalize Aggregate,0,0,141,,1
23,Original,Gather,1,16,0,Finalize Aggregate,1
23,Original,Partial Aggregate,2,16,0,Gather,1
23,Original,Nested Loop,3,16,0,Partial Aggregate,2
23,Original,Parallel Hash Join,4,16,0,Nested Loop,2
23,Original,Parallel Seq Scan,5,0,140,Parallel Hash Join,0
23,Original,Parallel Hash,5,16,0,Parallel Hash Join,1
23,Original,Nested Loop,6,16,0,Parallel Hash,2
23,Original,Hash Join,7,16,0,Nested Loop,2
23,Original,Parallel Seq Scan,8,0,139,Hash Join,0
23,Original,Hash,8,1,142,Hash Join,1
23,Original,Seq Scan,9,0,138,Hash,0
23,Original,Index Scan,7,0,137,Nested Loop,0
23,Original,Index Scan,4,0,136,Nested Loop,0
23,Synthetic,Sort,0,0,141,,1
23,Synthetic,GroupAggregate,1,16,0,Sort,1
23,Synthetic,Sort,2,16,0,GroupAggregate,1
23,Synthetic,Gather,3,16,0,Sort,1
23,Synthetic,Nested Loop,4,16,0,Gather,2
23,Synthetic,Nested Loop,5,16,0,Nested Loop,2
23,Synthetic,Parallel Hash Join,6,16,0,Nested Loop,2
23,Synthetic,Parallel Seq Scan,7,0,140,Parallel Hash Join,0
23,Synthetic,Parallel Hash,7,16,0,Parallel Hash Join,1
23,Synthetic,Hash Join,8,16,0,Parallel Hash,2
23,Synthetic,Nested Loop,9,16,0,Hash Join,2
23,Synthetic,Hash Join,10,16,0,Nested Loop,2
23,Synthetic,Hash Join,11,16,0,Hash Join,2
23,Synthetic,Parallel Seq Scan,12,0,139,Hash Join,0
23,Synthetic,Hash,12,16,0,Hash Join,1
23,Synthetic,Seq Scan,13,16,0,Hash,0
23,Synthetic,Hash,11,16,0,Hash Join,1
23,Synthetic,Seq Scan,12,16,0,Hash,0
23,Synthetic,Index Scan,10,0,137,Nested Loop,0
23,Synthetic,Hash,9,1,142,Hash Join,1
23,Synthetic,Seq Scan,10,0,138,Hash,0
23,Synthetic,Index Scan,6,0,136,Nested Loop,0
23,Synthetic,Index Only Scan,5,16,0,Nested Loop,0
24,Original,Finalize Aggregate,0,0,150,,1
24,Original,Gather,1,16,0,Finalize Aggregate,1
24,Original,Partial Aggregate,2,16,0,Gather,1
24,Original,Nested Loop,3,16,0,Partial Aggregate,2
24,Original,Nested Loop,4,16,0,Nested Loop,2
24,Original,Parallel Hash Join,5,16,0,Nested Loop,2
24,Original,Parallel Seq Scan,6,0,149,Parallel Hash Join,0
24,Original,Parallel Hash,6,16,0,Parallel Hash Join,1
24,Original,Nested Loop,7,16,0,Parallel Hash,2
24,Original,Parallel Hash Join,8,16,0,Nested Loop,2
24,Original,Parallel Seq Scan,9,0,148,Parallel Hash Join,0
24,Original,Parallel Hash,9,16,0,Parallel Hash Join,1
24,Original,Hash Join,10,16,0,Parallel Hash,2
24,Original,Parallel Seq Scan,11,0,147,Hash Join,0
24,Original,Hash,11,16,0,Hash Join,1
24,Original,Seq Scan,12,16,0,Hash,0
24,Original,Index Scan,8,0,146,Nested Loop,0
24,Original,Index Scan,5,0,145,Nested Loop,0
24,Original,Hash Join,4,16,0,Nested Loop,2
24,Original,Seq Scan,5,0,144,Hash Join,0
24,Original,Hash,5,1,151,Hash Join,1
24,Original,Seq Scan,6,0,143,Hash,0
24,Synthetic,Sort,0,0,150,,1
24,Synthetic,GroupAggregate,1,16,0,Sort,1
24,Synthetic,Sort,2,16,0,GroupAggregate,1
24,Synthetic,Gather,3,16,0,Sort,1
24,Synthetic,Nested Loop,4,16,0,Gather,2
24,Synthetic,Parallel Hash Join,5,16,0,Nested Loop,2
24,Synthetic,Parallel Seq Scan,6,0,149,Parallel Hash Join,0
24,Synthetic,Parallel Hash,6,16,0,Parallel Hash Join,1
24,Synthetic,Parallel Hash Semi Join,7,16,0,Parallel Hash,2
24,Synthetic,Nested Loop,8,16,0,Parallel Hash Semi Join,2
24,Synthetic,Hash Join,9,16,0,Nested Loop,2
24,Synthetic,Parallel Seq Scan,10,0,148,Hash Join,0
24,Synthetic,Hash,10,16,0,Hash Join,1
24,Synthetic,Seq Scan,11,0,144,Hash,0
24,Synthetic,Index Scan,9,0,146,Nested Loop,0
24,Synthetic,Parallel Hash,8,16,0,Parallel Hash Semi Join,1
24,Synthetic,Hash Join,9,16,0,Parallel Hash,2
24,Synthetic,Parallel Seq Scan,10,0,147,Hash Join,0
24,Synthetic,Hash,10,1,151,Hash Join,1
24,Synthetic,Seq Scan,11,0,143,Hash,0
24,Synthetic,Index Scan,5,0,145,Nested Loop,0
25,Original,Finalize Aggregate,0,0,159,,1
25,Original,Gather,1,16,0,Finalize Aggregate,1
25,Original,Partial Aggregate,2,16,0,Gather,1
25,Original,Nested Loop,3,16,0,Partial Aggregate,2
25,Original,Nested Loop,4,16,0,Nested Loop,2
25,Original,Parallel Hash Join,5,16,0,Nested Loop,2
25,Original,Parallel Seq Scan,6,0,158,Parallel Hash Join,0
25,Original,Parallel Hash,6,16,0,Parallel Hash Join,1
25,Original,Nested Loop,7,16,0,Parallel Hash,2
25,Original,Parallel Hash Join,8,16,0,Nested Loop,2
25,Original,Parallel Seq Scan,9,0,157,Parallel Hash Join,0
25,Original,Parallel Hash,9,16,0,Parallel Hash Join,1
25,Original,Hash Join,10,16,0,Parallel Hash,2
25,Original,Parallel Seq Scan,11,0,156,Hash Join,0
25,Original,Hash,11,16,0,Hash Join,1
25,Original,Seq Scan,12,16,0,Hash,0
25,Original,Index Scan,8,0,155,Nested Loop,0
25,Original,Index Scan,5,0,154,Nested Loop,0
25,Original,Hash Join,4,16,0,Nested Loop,2
25,Original,Seq Scan,5,0,153,Hash Join,0
25,Original,Hash,5,1,160,Hash Join,1
25,Original,Seq Scan,6,0,152,Hash,0
25,Synthetic,Sort,0,0,159,,1
25,Synthetic,GroupAggregate,1,16,0,Sort,1
25,Synthetic,Sort,2,16,0,GroupAggregate,1
25,Synthetic,Gather,3,16,0,Sort,1
25,Synthetic,Nested Loop,4,16,0,Gather,2
25,Synthetic,Parallel Hash Join,5,16,0,Nested Loop,2
25,Synthetic,Parallel Seq Scan,6,0,158,Parallel Hash Join,0
25,Synthetic,Parallel Hash,6,16,0,Parallel Hash Join,1
25,Synthetic,Parallel Hash Semi Join,7,16,0,Parallel Hash,2
25,Synthetic,Nested Loop,8,16,0,Parallel Hash Semi Join,2
25,Synthetic,Hash Join,9,16,0,Nested Loop,2
25,Synthetic,Parallel Seq Scan,10,0,157,Hash Join,0
25,Synthetic,Hash,10,16,0,Hash Join,1
25,Synthetic,Seq Scan,11,0,153,Hash,0
25,Synthetic,Index Scan,9,0,155,Nested Loop,0
25,Synthetic,Parallel Hash,8,16,0,Parallel Hash Semi Join,1
25,Synthetic,Hash Join,9,16,0,Parallel Hash,2
25,Synthetic,Parallel Seq Scan,10,0,156,Hash Join,0
25,Synthetic,Hash,10,1,160,Hash Join,1
25,Synthetic,Seq Scan,11,0,152,Hash,0
25,Synthetic,Index Scan,5,0,154,Nested Loop,0
26,Original,Finalize Aggregate,0,0,168,,1
26,Original,Gather,1,16,0,Finalize Aggregate,1
26,Original,Partial Aggregate,2,16,0,Gather,1
26,Original,Parallel Hash Join,3,16,0,Partial Aggregate,2
26,Original,Parallel Seq Scan,4,0,167,Parallel Hash Join,0
26,Original,Parallel Hash,4,16,0,Parallel Hash Join,1
26,Original,Nested Loop,5,16,0,Parallel Hash,2
26,Original,Merge Join,6,16,0,Nested Loop,2
26,Original,Sort,7,16,0,Merge Join,1
26,Original,Parallel Hash Join,8,16,0,Sort,2
26,Original,Parallel Seq Scan,9,0,166,Parallel Hash Join,0
26,Original,Parallel Hash,9,16,0,Parallel Hash Join,1
26,Original,Nested Loop,10,16,0,Parallel Hash,2
26,Original,Hash Join,11,16,0,Nested Loop,2
26,Original,Parallel Seq Scan,12,0,165,Hash Join,0
26,Original,Hash,12,16,0,Hash Join,1
26,Original,Seq Scan,13,16,0,Hash,0
26,Original,Index Scan,11,0,162,Nested Loop,0
26,Original,Sort,7,16,0,Merge Join,1
26,Original,Hash Join,8,16,0,Sort,2
26,Original,Seq Scan,9,0,164,Hash Join,0
26,Original,Hash,9,1,169,Hash Join,1
26,Original,Seq Scan,10,0,163,Hash,0
26,Original,Index Scan,6,0,161,Nested Loop,0
26,Synthetic,Sort,0,0,168,,1
26,Synthetic,GroupAggregate,1,16,0,Sort,1
26,Synthetic,Sort,2,16,0,GroupAggregate,1
26,Synthetic,Gather,3,16,0,Sort,1
26,Synthetic,Nested Loop,4,16,0,Gather,2
26,Synthetic,Parallel Hash Join,5,16,0,Nested Loop,2
26,Synthetic,Parallel Seq Scan,6,0,167,Parallel Hash Join,0
26,Synthetic,Parallel Hash,6,16,0,Parallel Hash Join,1
26,Synthetic,Parallel Hash Semi Join,7,16,0,Parallel Hash,2
26,Synthetic,Nested Loop,8,16,0,Parallel Hash Semi Join,2
26,Synthetic,Hash Join,9,16,0,Nested Loop,2
26,Synthetic,Parallel Seq Scan,10,0,166,Hash Join,0
26,Synthetic,Hash,10,16,0,Hash Join,1
26,Synthetic,Seq Scan,11,0,164,Hash,0
26,Synthetic,Index Scan,9,0,162,Nested Loop,0
26,Synthetic,Parallel Hash,8,16,0,Parallel Hash Semi Join,1
26,Synthetic,Hash Join,9,16,0,Parallel Hash,2
26,Synthetic,Parallel Seq Scan,10,0,165,Hash Join,0
26,Synthetic,Hash,10,1,169,Hash Join,1
26,Synthetic,Seq Scan,11,0,163,Hash,0
26,Synthetic,Index Scan,5,0,161,Nested Loop,0
27,Original,Finalize Aggregate,0,0,176,,1
27,Original,Gather,1,16,0,Finalize Aggregate,1
27,Original,Partial Aggregate,2,16,0,Gather,1
27,Original,Nested Loop,3,16,0,Partial Aggregate,2
27,Original,Nested Loop,4,16,0,Nested Loop,2
27,Original,Parallel Hash Join,5,16,0,Nested Loop,2
27,Original,Parallel Seq Scan,6,0,175,Parallel Hash Join,0
27,Original,Parallel Hash,6,16,0,Parallel Hash Join,1
27,Original,Nested Loop,7,16,0,Parallel Hash,2
27,Original,Parallel Hash Join,8,16,0,Nested Loop,2
27,Original,Parallel Seq Scan,9,0,174,Parallel Hash Join,0
27,Original,Parallel Hash,9,16,0,Parallel Hash Join,1
27,Original,Hash Join,10,16,0,Parallel Hash,2
27,Original,Parallel Seq Scan,11,0,173,Hash Join,0
27,Original,Hash,11,1,177,Hash Join,1
27,Original,Seq Scan,12,0,172,Hash,0
27,Original,Index Scan,8,16,0,Nested Loop,0
27,Original,Index Scan,5,0,171,Nested Loop,0
27,Original,Index Scan,4,0,170,Nested Loop,0
27,Synthetic,Sort,0,0,176,,1
27,Synthetic,GroupAggregate,1,16,0,Sort,1
27,Synthetic,Sort,2,16,0,GroupAggregate,1
27,Synthetic,Gather,3,16,0,Sort,1
27,Synthetic,Nested Loop,4,16,0,Gather,2
27,Synthetic,Parallel Hash Join,5,16,0,Nested Loop,2
27,Synthetic,Parallel Seq Scan,6,0,175,Parallel Hash Join,0
27,Synthetic,Parallel Hash,6,16,0,Parallel Hash Join,1
27,Synthetic,Parallel Hash Semi Join,7,16,0,Parallel Hash,2
27,Synthetic,Nested Loop,8,16,0,Parallel Hash Semi Join,2
27,Synthetic,Hash Join,9,16,0,Nested Loop,2
27,Synthetic,Parallel Seq Scan,10,0,174,Hash Join,0
27,Synthetic,Hash,10,16,0,Hash Join,1
27,Synthetic,Seq Scan,11,16,0,Hash,0
27,Synthetic,Index Scan,9,0,171,Nested Loop,0
27,Synthetic,Parallel Hash,8,16,0,Parallel Hash Semi Join,1
27,Synthetic,Hash Join,9,16,0,Parallel Hash,2
27,Synthetic,Parallel Seq Scan,10,0,173,Hash Join,0
27,Synthetic,Hash,10,1,177,Hash Join,1
27,Synthetic,Seq Scan,11,0,172,Hash,0
27,Synthetic,Index Scan,5,0,170,Nested Loop,0
28,Original,Finalize Aggregate,0,0,184,,1
28,Original,Gather,1,16,0,Finalize Aggregate,1
28,Original,Partial Aggregate,2,16,0,Gather,1
28,Original,Nested Loop,3,16,0,Partial Aggregate,2
28,Original,Nested Loop,4,16,0,Nested Loop,2
28,Original,Nested Loop,5,16,0,Nested Loop,2
28,Original,Parallel Hash Join,6,16,0,Nested Loop,2
28,Original,Parallel Seq Scan,7,0,183,Parallel Hash Join,0
28,Original,Parallel Hash,7,16,0,Parallel Hash Join,1
